Brand,Model.Number,Price,Photo,Engine.Type,Body.Type,Fuel.Type,Gearbox.Type,Power.hp,Displacement.l,Torque.lbft,Cylinders,Drivetrain,MPG.City,MPG.Highway,Seats,Doors,Height.in,Length.in,Width.in,Wheelbase.in,Clearance.in,Air.Conditioner,Heater,AntiLock.Braking.System,Central.Locking,Power.Steering,Power.Windows,Leather.Seats,Anti.Lock.Braking,Brake.Assist,Central.Locking.1,Power.Door.Locks,Child.Safety.Locks,Night.Rear.View.Mirror,Rear.Seat.Belts,Door.Ajar.Warning,Adjustable.Seats,Crash.Sensor,Engine.Check.Warning,Rear.Camera,Anti.Theft.Device,Touch.Screen,Audio.System.Remote.Control,Speakers.Front...back,Bluetooth.Connectivity,USB...Auxiliary.Input,Adjustable.Steering.Column,Height.Adjustable.Driving.Seat,Digital.Clock,Smoke.Headlamps,Electric.Folding.Rear.View.Mirror,Automatic.Climate.Control,Low.Fuel.Warning.Light,Parking.Sensors,Bottle.Holder,Voice.Control,Seat.Belt.Warning,Vehicle.Stability.Control.System,Engine.Immobilizer,Rear.Reading.Lamp,Radio,Outside.Temperature.Display,Fog.Lights.Front...Back,Centrally.Mounted.Fuel.Tank,CD.Player,DVD.Player,Electric.Adjustable.Seats,Keyless.Entry,Tyre.Pressure.Monitor,Smart.Access.Card.Entry,Xenon.Headlamps,Halogen.Headlamps,Removable.Convertible.Top,Cassette.Player
Lamborghini,Huracan EVO,520700,https://www.ccarprice.com/products/Lamborghini-Huracan-EVO.jpg,V10 Type Engine,Coupe,Petrol,Automatic,NA,NA,NA,10,all,14,26,2,2,47,178,77,105,5,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,Yes,Yes,,Yes,Yes,,,Yes,
Lamborghini,Urus 2020,203990,https://www.ccarprice.com/products/Lamborghini-Urus-2020.png,"V8 4,0 l",SUV,Petrol,Automatic,650,NA,627,NA,all,12,17,5,4,66,204,81,120,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,Yes,,Yes,,,,Yes,
Lamborghini,Huracan Evo Spyder 2020,247400,https://www.ccarprice.com/products/Lamborghini-Huracan-Evo-Spy.jpg,5.2L Naturally Aspirated V10,Coupe,Petrol,Manual,631,5.2,443,10,all,NA,NA,2,2,45.9,175.6,76.1,103.2,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,,,Yes,,Yes,,,,Yes,
Bugatti,W16 Mistral 2022,4968380,https://www.ccarprice.com/products/Bugatti_W16_Mistral_2022.jpg,"8.0-liter, quad-turbo W16",Coupe,Petrol,Automatic,1578,8,1025,16,all,15,6,2,2,48,178,80,108,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,,,,,,,,,,,,
Bugatti,W16 Mistral 2023,5e+06,https://www.ccarprice.com/products/Bugatti_W16_Mistral_2023_1.jpg,8.0L Quad-Turbo W16 Gas,Convertible,Petrol,Automatic,1578,8,1180,16,all,15,6,2,2,48,178,80,108,6,Yes,Yes,,Yes,,,,Yes,Yes,Yes,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,
Bugatti,W16 2023,5e+06,https://www.ccarprice.com/products/Bugatti_W16_2023_2.jpg,8.0L Quad-Turbo W16 Gas,Convertible,Petrol,Automatic,1578,8,1180,16,all,15,6,2,2,48,178,80,108,6,Yes,Yes,,Yes,,,,Yes,Yes,Yes,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,
Bugatti,Chiron 2022,3300000,https://www.ccarprice.com/products/Bugatti_Chiron_2022.jpg,8.0-liter Quad-Turbo W16 Gas,Coupe,Petrol,Automatic,1600,8,1180,NA,all,8,11,2,2,48,189,80,106.7,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,YES,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
Bugatti,Bolide 2024,4713600,https://www.ccarprice.com/products/Bugatti_Bolide_2024.jpg,8.0L Quad-Turbo W16 Gas,Coupe,Petrol,Automatic,1850,8,1180,NA,all,NA,NA,2,2,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,Yes,,Yes,,,,Yes,
Bugatti,Bolide,4713600,https://www.ccarprice.com/products/Bugatti_Bolide_1.jpg,8.0L Quad-Turbo W16 Gas,Coupe,Petrol,Automatic,1850,8,1180,NA,all,NA,NA,2,2,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,Yes,,Yes,,,,Yes,
Bugatti,Chiron Super Sport 300 Plus 2022,3900000,https://www.ccarprice.com/products/Bugatti_Chiron_Super_Sport_300_Plus_2022.jpg,8.0L Quad-Turbo W16 Gas,Coupe,Petrol,Automatic,1578,8,1180,NA,all,9,14,2,2,NA,NA,NA,NA,NA,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,Yes,,Yes,,,,Yes,
Bugatti,Centodieci 2022,1e+07,https://www.ccarprice.com/products/Bugatti_Centodieci_2022_1.jpg,8.0-liter W16 Gas,Coupe,Petrol,Automatic,1600,8,1180,NA,all,NA,NA,2,2,NA,NA,NA,NA,NA,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,,Yes,Yes,,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,Yes,,Yes,,,,Yes,
Bugatti,Chiron Super Sport 2022,3850000,https://www.ccarprice.com/products/Bugatti_Chiron_Super_Sport_2022.jpg,8.0L Quad-Turbo W16,Coupe,Petrol,Automatic,1600,8,1180,NA,all,NA,NA,2,2,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,Yes,,Yes,,,,Yes,
Bugatti,Divo 2022,5700000,https://www.ccarprice.com/products/Bugatti_Divo_2022_Price.jpg,"8,0 l W16",Coupe,Petrol,Automatic,1500,NA,1180,NA,all,9,14,2,2,48,186,81,108,NA,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,Yes,,Yes,Yes,,,Yes,
Bugatti,Chiron Super Sport 300 Plus 2020,3900000,https://www.ccarprice.com/products/Bugatti-Chiron-Super-Sport-300-Plus-2020.jpg,8.0L Quad-Turbo W16 Gas,Coupe,Petrol,Automatic,1578,8,1180,NA,all,9,14,2,2,NA,NA,NA,NA,NA,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,Yes,,Yes,,,,Yes,
Bugatti,Chiron Pur Sport 2021,3550000,https://www.ccarprice.com/products/Bugatti-Chiron-Pur-Sport-2021.jpg,8.0-liter Quad-Turbo W16 Gas,Coupe,Petrol,Automatic,1479,8,NA,NA,all,NA,NA,2,2,NA,NA,NA,NA,NA,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,Yes,,Yes,,,,Yes,
Bugatti,Centodieci 2020,9e+06,https://www.ccarprice.com/products/Bugatti_Centodieci_2020.jpg,8.0-liter W16 Gas,Coupe,Petrol,Automatic,1600,8,1180,NA,all,NA,NA,2,2,NA,NA,NA,NA,NA,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,,Yes,Yes,,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,Yes,,Yes,,,,Yes,
Bugatti,Divo 2020,5800000,https://www.ccarprice.com/products/Bugatti_Divo_2020.jpg,"8,0 l W16",Coupe,Petrol,Automatic,1500,NA,1180,NA,all,9,14,2,2,48,186,81,108,NA,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,Yes,,Yes,Yes,,,Yes,
Bugatti,Chiron Sport,3260000,https://www.ccarprice.com/products/Bugatti-Chiron-Sport-2019.png,"W16 8,0 l",Coupe,Petrol,Automatic,1500,NA,1180,16,all,7,15,2,2,48,182,82,108,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,Yes,Yes,,Yes,Yes,Yes,,Yes,
Bugatti,Chiron,2998000,https://www.ccarprice.com/products/Bugatti_Chiron_2019.png,"W16 8,0 l",Coupe,Petrol,Automatic,1500,NA,1180,16,all,7,15,2,2,48,182,82,108,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,Yes,Yes,,Yes,Yes,Yes,,Yes,
Bugatti,Chiron 8.0 W16,2597330,https://www.ccarprice.com/products/Bugatti-Chiron-8.0-W16.png,DOHC Valve Mechanism,Coupe,Petrol,Automatic,1500,NA,1184,16,all,NA,NA,2,2,48,182,82,108,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,Yes,Yes,Yes,,No,Yes,No
Bugatti,Veyron 16.4 Grand Sport Vitesse,2251560,https://www.ccarprice.com/products/Bugatti-Veyron-16.4-Grand-Sport-Vitesse.png,"DOHC Valve Mechanism, Compression Ratio ; 8.3:1",Coupe,Petrol,Automatic,1182,8.3,1,16,all,16,6,2,2,48,178,80,108,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,Yes,Yes,Yes,,No,Yes,No
Bugatti,Veyron 16.4 Grand Sport,2399940,https://www.ccarprice.com/products/Bugatti-Veyron-16.4-Grand-Sport.png,"DOHC Valve Mechanism, Compression Ratio ; 8.3:1",Convertible,Petrol,Automatic,986,8.3,1,16,all,15,6,2,2,48,178,80,108,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,Yes,Yes,Yes,,No,Yes,No
Bentley,Bentayga Odyssean Edition 2023,334000,https://www.ccarprice.com/products/Bentley_Bentayga_Odyssean_Edition_2023.jpg,462PS (345kW) backed up by 700Nm (516lb ft) of torque and 100 kW electric,SUV,Unknown,Automatic,NA,NA,NA,NA,all,17,21,5,4,68.6,202.4,78.7,117.9,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,Yes,,Yes,,,,,
Bentley,Continental GT V8 Convertible 2023,239600,https://www.ccarprice.com/products/Bentley_Continental_GT_V8_Convertible_2023.jpg,4.0-liter Twin-Turbo V8 Gas,Convertible,Petrol,Automatic,542,4,568,8,all,16,26,4,2,55.1,190.9,76.9,112.2,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,Yes,,Yes,,,,,
Bentley,Bentayga Speed 2023,259400,https://www.ccarprice.com/products/Bentley_Bentayga_Speed_2023.jpg,6.0-liter Twin-Turbo W12 Gas,SUV,Petrol,Automatic,626,6,664,NA,all,12,17,5,4,68,202.5,78.7,117.9,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,,,
Bentley,Flying Spur Hybrid Odyssean Edition 2022,388940,https://www.ccarprice.com/products/Bentley_Flying_Spur_Hybrid_Odyssean_Edition_2022.jpg,2.9L Twin-Turbo V6 Hybrid,Sedan,Petrol,Automatic,536,2.9,533,6,all,20,15,5,4,58.4,209.3,77.9,125.8,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,Yes,,,,,
Bentley,Bentayga V8 2023,187600,https://www.ccarprice.com/products/Bentley_Bentayga_V8_2023_1.jpg,4.0-liter Twin-Turbo V8 Gas,SUV,Petrol,Automatic,542,4,568,NA,all,15,24,5,4,68,201.8,78.7,117.9,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,,,,,Yes,,,,,,,
Bentley,Flying Spur Mulliner 2023,226000,https://www.ccarprice.com/products/Bentley_Flying_Spur_Mulliner_2023_1.jpg,6.0-liter Twin-Turbo W12 Gas,Sedan,Petrol,Automatic,626,6,664,12,all,12,19,5,4,58.4,209.3,77.9,125.8,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,Yes,,,,,
Bentley,flying spur speed 2023,258700,https://www.ccarprice.com/products/Bentley_Flying_Spur_Speed_2023.jpg,Twin-turbocharged 4.0L V8,Sedan,Petrol,Automatic,542,4,568,8,all,12,19,5,4,59,213,80,128,4.3,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,Yes,,Yes,,,,,,,,,,Yes,,,,,,,
Bentley,Bentayga S 2022,219800,https://www.ccarprice.com/products/Bentley_Bentayga_2022.jpg,4.0L Twin-Turbo V8 Gas,SUV,Petrol,Automatic,542,4,568,NA,all,15,24,5,4,68,201.8,78.7,117.9,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,Yes,Yes,,,,
Bentley,Continental Mulliner 2022,202500,https://www.ccarprice.com/products/Bentley_Continental_Mulliner_2022.jpg,4.0L Twin-Turbo V8 Gas,Coupe,Petrol,Automatic,542,4,568,8,all,16,26,4,2,55.3,190.9,76.9,112.2,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,Yes,,Yes,,,,,
Bentley,Continental V8 Convertible 2022,239600,https://www.ccarprice.com/products/Bentley_Continental_V8_Convertible_2022.jpg,4.0L Twin-Turbo V8 Gas,Convertible,Petrol,Automatic,542,4,568,8,all,16,26,4,2,55.1,190.9,76.9,112.2,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,Yes,,Yes,,,,,
Bentley,Continental Mulliner Convertible 2022,222080,https://www.ccarprice.com/products/Bentley_Continental_Mulliner_Convertible_2022.jpg,4.0L Twin-Turbo V8 Gas,,Petrol,Automatic,542,4,568,8,all,16,26,4,2,55.1,190.9,76.9,112.2,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,Yes,,Yes,,,,,
Bentley,Bentayga Hybrid First Edition 2021,160000,https://www.ccarprice.com/products/Bentley_Bentayga_Hybrid_First_Edition_2021.jpg,3.0L Twin-Turbo V6 Plug-in Hybrid,SUV,Hybrid,Automatic,443,3,516,NA,all,NA,NA,5,4,67.3,201.8,78.7,117.9,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,Yes,,Yes,,,,,
Bentley,Bentayga S 2023,219800,https://www.ccarprice.com/products/Bentley_Bentayga_S_2023.jpg,4.0L Twin-Turbo V8 Gas,SUV,Petrol,Automatic,542,4,568,NA,all,15,24,5,4,68,201.8,78.7,117.9,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,,,,,Yes,,,,,,,
Bentley,Continental V8 Coupe 2022,202500,https://www.ccarprice.com/products/Bentley_Continental_V8_Coupe_2022.jpg,4.0L Twin-Turbo V8 Gas,Coupe,Petrol,Automatic,542,4,568,8,all,16,26,4,2,55.3,190.9,76.9,112.2,NA,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,,Yes,,,,,
Bentley,Flying Spur V8 2023,198100,https://www.ccarprice.com/products/Bentley_Flying_Spur_V8_2023_1.jpg,4.0L Twin-Turbo V8 Gas,Sedan,Petrol,Automatic,542,4,568,8,all,15,20,5,4,58.4,209.3,77.9,125.8,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,,,,,Yes,,,,,,,
Bentley,Flying Spur V8 2022,198100,https://www.ccarprice.com/products/Bentley_Flying_Spur_V8_2022.jpg,4.0L Twin-Turbo V8 Gas,Sedan,Petrol,Automatic,542,4,568,8,all,15,20,5,4,58.4,209.3,77.9,125.8,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,Yes,,,,,
Bentley,Flying Spur Mulliner 2022,224300,https://www.ccarprice.com/products/Bentley_Flying_Spur_Mulliner_2022.jpg,6.0-liter Twin-Turbo W12 Gas,Sedan,Petrol,Automatic,626,6,664,12,all,12,19,5,4,58.4,209.3,77.9,125.8,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,Yes,,,,,
Bentley,Continental GT Speed 2022,274900,https://www.ccarprice.com/products/Bentley_Continental_GT_Speed_Coupe_2022_Price.jpg,6.0L Twin-Turbo W12 Gas,Coupe,Petrol,Automatic,650,6,664,12,all,12,20,4,2,55.3,190.9,76.9,112.2,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,Yes,,Yes,,,,,
Bentley,Flying Spur Sedan 2022,228900,https://www.ccarprice.com/products/Bentley-Flying-Spur-Sedan-2022.jpg,6.0-liter Twin-Turbo W12 Gas,Sedan,Petrol,Automatic,626,6,664,12,all,12,19,5,4,58.4,209.3,77.9,125.8,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,Yes,,,,,
Bentley,Flying Spur W12 2022,224300,https://www.ccarprice.com/products/Bentley-Flying-Spur-W12-2022.jpg,6.0-liter Twin-Turbo W12 Gas,Sedan,Petrol,Automatic,626,6,664,12,all,12,19,5,4,58.4,209.3,77.9,125.8,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,Yes,,,,,
Bentley,Flying Spur Hybrid 2022,204000,https://www.ccarprice.com/products/Bentley_Flying_Spur_Hybrid_2022_1.jpg,2.9L Twin-Turbo V6 Hybrid,Sedan,Petrol,Automatic,536,2.9,533,6,all,20,15,5,4,58.4,209.3,77.9,125.8,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,Yes,,,,,
Bentley,Bentayga S 2022,219800,https://www.ccarprice.com/products/Bentley_Bentayga_S_2022.jpg,4.0L Twin-Turbo V8 Gas,SUV,Petrol,Automatic,542,4,568,NA,all,15,24,5,4,68,201.8,78.7,117.9,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,Yes,Yes,,,,
Bentley,Bacalar Mulliner 2022,1955280,https://www.ccarprice.com/products/Bentley-Mulliner-Bacalar-2022.jpg,6.0L Twin-Turbo W12 Gas,Coupe,Petrol,Automatic,650,6,667,12,all,NA,NA,2,2,NA,NA,NA,NA,NA,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,Yes,Yes,,Yes,,,,,
Bentley,Bentayga W12 Speed 2022,260000,https://www.ccarprice.com/products/Bentley_Bentayga_W12_Speed_2022.jpg,6.0-liter Twin-Turbo W12 Gas,SUV,Petrol,Automatic,626,6,664,NA,all,14,24,5,4,68,201.8,78.7,117.9,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,Yes,,,,,
